"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
169,"Convenient apartment in Manhattan",50013026,"Abby","Manhattan","Upper West Side",40.80012,-73.96441,"Private room",1,2,"12/4/2015",0.05,1,0
170,"Cozy private room in Manhattan",81764323,"Lucas","Manhattan","Kips Bay",40.74384,-73.97852,"Private room",2,7,"7/1/2019",1.28,1,175
171,"HOME AWAY FROM HOME",21841949,"Patwell","Manhattan","Harlem",40.80066,-73.95147,"Entire home/apt",2,36,"11/6/2018",0.78,2,0
172,"Private Room In a Goodhome",10576263,"Odalys & Maya","Brooklyn","Crown Heights",40.67603,-73.95302,"Private room",4,1,"1/2/2016",0.02,1,332
173,"♥Private-Keyed Room #3 - Desk, closet, & King-bed♥",237336458,"Thomas","Manhattan","Chelsea",40.73783,-73.99775,"Private room",12,12,"6/20/2019",2.11,4,21
174,"Studio - Midtown East",17883343,"Myles","Manhattan","Murray Hill",40.74768,-73.97562,"Private room",1,0,NA,NA,1,0
175,"Charming Upper West Side 1BR Apt",50143518,"Penda And Sebastien","Manhattan","Upper West Side",40.80172,-73.9656,"Entire home/apt",4,0,NA,NA,1,0
176,"Quaint Nolita Apartment",45374780,"Zal","Manhattan","Little Italy",40.72008,-73.99612,"Private room",3,0,NA,NA,1,0
177,"SPACIOUS Designer Loft - 1BR",24058309,"Abigail","Manhattan","Midtown",40.75266,-73.97378,"Entire home/apt",3,1,"2/26/2016",0.02,1,0
178,"1 private bedroom",47663806,"Anshu","Manhattan","Kips Bay",40.7427,-73.98231,"Private room",1,1,"11/8/2015",0.02,1,0
179,"Cozy 1 bedroom apt in Manhattan",42316597,"Helen","Manhattan","Upper East Side",40.76179,-73.96427,"Entire home/apt",1,1,"6/10/2019",1,1,331
180,"Peaceful Bohemian Studio",29877911,"Saadia","Manhattan","Harlem",40.79989,-73.95213,"Entire home/apt",30,33,"6/1/2019",0.81,1,247
181,"Private Room in A Family House",228608906,"Linda","Staten Island","Arrochar",40.59107,-74.07061,"Private room",1,1,"1/1/2019",0.16,2,362
182,"Park Slope Townhouse",2286611,"Maddy","Brooklyn","South Slope",40.66455,-73.98479,"Entire home/apt",3,6,"8/21/2018",0.16,1,0
183,"Upscale and spacious 2bed/2bath Midtown West apt.",30283594,"Kara","Manhattan","Midtown",40.76665,-73.98281,"Entire home/apt",30,1,"4/30/2017",0.04,121,286
184,"Large Private Bedroom next to Central Park",8442344,"Peter","Manhattan","Harlem",40.79962,-73.95359,"Private room",3,0,NA,NA,1,0
185,"Shared HARLEM Loft w/ Private Bedroom/Bath Suite",163574555,"Jeffrey","Manhattan","Harlem",40.81245,-73.95131,"Private room",1,69,"7/5/2019",3.73,1,277
186,"Cosy One bedroom apartment close to Central Park",14271995,"Pierre","Manhattan","Upper East Side",40.76767,-73.9558,"Entire home/apt",3,8,"8/28/2018",0.32,1,0
187,"Lovely RM in Astoria with great location.",137358866,"Kazuya","Queens","Astoria",40.76655,-73.92463,"Private room",30,0,NA,NA,103,216
188,"Beautiful apt 10 min to Wbrg!",78742,"Joni","Queens","Ridgewood",40.70278,-73.90153,"Entire home/apt",30,3,"8/15/2015",0.04,1,0
189,"3-Bedroom Townhouse in Bed-Stuy, Brooklyn.",4606577,"Zachariah And Jess","Brooklyn","Bedford-Stuyvesant",40.68891,-73.93201,"Entire home/apt",4,0,NA,NA,1,0
190,"Brownstone charm-1st Fl with yard",26010563,"Scott","Manhattan","Upper West Side",40.78054,-73.97779,"Entire home/apt",2,7,"6/26/2016",0.18,1,0
191,"A Cozy Brooklyn Hideaway",759583,"Pepe","Brooklyn","Clinton Hill",40.68275,-73.96148,"Entire home/apt",4,8,"10/14/2017",0.09,2,189
192,"Private Room 10 mins away from Central Park",157728550,"Kem","Manhattan","East Harlem",40.80268,-73.94244,"Private room",1,0,NA,NA,2,343
193,"The real deal 2 blox away from CP!",21737404,"Miklos","Manhattan","Harlem",40.8022,-73.95737,"Private room",4,2,"10/26/2015",0.04,1,0
194,"Spectacular Lux 1 Bed Apt, Best Location, Terrace!",1130454,"Samir","Manhattan","Chelsea",40.74087,-74.00226,"Entire home/apt",3,16,"11/4/2017",0.19,1,0
195,"Modern Comfort in Carroll Gardens, Brooklyn",8610441,"Bernadette","Brooklyn","Gowanus",40.67705,-73.99655,"Entire home/apt",2,60,"6/30/2019",3.87,1,258
196,"Amazing Brownstone in Best Brooklyn",787273,"Smadar","Brooklyn","Carroll Gardens",40.6809,-73.99233,"Entire home/apt",7,7,"8/29/2018",0.07,1,0
197,"Charming apartment + private patio in Times Square",140128474,"Chris","Manhattan","Theater District",40.7583,-73.98295,"Entire home/apt",3,138,"7/1/2019",5.73,1,234
198,"Huge Fully Equipped Apt, DM Building, Great Area",21412569,"Mike","Manhattan","Murray Hill",40.74533,-73.97685,"Entire home/apt",5,1,"4/18/2019",0.37,1,363
199,"Safe upscale zone master bedroom close to subway",15838559,"Weimin","Queens","Forest Hills",40.71357,-73.85138,"Private room",60,4,"8/3/2018",0.33,4,0
200,"Beautiful Studio Apt",181108819,"Friday","Staten Island","Clifton",40.61804,-74.0861,"Entire home/apt",1,54,"5/22/2019",3.48,1,361
201,"Stylish, Dog-friendly Williamsburg One-Bedroom",259459612,"Egle","Brooklyn","Williamsburg",40.70809,-73.9661,"Entire home/apt",2,2,"6/19/2019",1.4,1,0
202,"Private room in 3 br in Manhattan",41535999,"Amber","Manhattan","Morningside Heights",40.80348,-73.9632,"Private room",1,1,"1/12/2016",0.02,1,0
203,"1 BED and FUTON -SUNNY ROOM  - PRIME WILLIAMSBURG",156484505,"Conrad","Brooklyn","Williamsburg",40.7116,-73.95606,"Private room",2,43,"6/26/2019",3.65,2,363
204,"Spacious, luminous, furnished Bushwick room",19561602,"Bartolomeo","Brooklyn","Bushwick",40.69613,-73.93264,"Entire home/apt",5,2,"1/13/2018",0.11,1,0
205,"Room available in 3 BD Brooklyn apartment",1819657,"Eleanor","Brooklyn","Clinton Hill",40.68381,-73.96786,"Private room",2,0,NA,NA,1,0
206,"Brenda's Palace",92190906,"Brenda","Brooklyn","Flatlands",40.62636,-73.91824,"Entire home/apt",3,6,"6/28/2019",2.28,1,339
207,"Cozy 2 Bedroom apartment next to Manhattan!!",163360671,"Jenny","Queens","Astoria",40.75732,-73.91557,"Entire home/apt",3,0,NA,NA,1,227
208,"Big & Sunny Apartment in Williamsburg",81141009,"Jason","Brooklyn","Williamsburg",40.71666,-73.94562,"Entire home/apt",5,10,"9/27/2017",0.37,1,0
209,"Adorable Boho Room in Great Location",54217990,"Eleanor","Brooklyn","Williamsburg",40.71315,-73.94993,"Private room",3,12,"7/1/2019",1.34,1,0
210,"Steps from Museum of Art",39763202,"Kya & Evan","Brooklyn","Crown Heights",40.66869,-73.96022,"Entire home/apt",2,11,"10/9/2016",0.24,1,0
211,"Private room on the UWS",11494661,"Maayan","Manhattan","Upper West Side",40.79891,-73.96705,"Private room",3,7,"5/22/2019",0.15,1,10
212,"prime midtown~charming Huge Loft~hi",2119276,"Host","Manhattan","Midtown",40.74926,-73.98201,"Entire home/apt",30,2,"8/12/2018",0.04,39,98
213,"Bright Quiet 1BD in the Heart of BK",469098,"Sara","Brooklyn","Boerum Hill",40.68474,-73.97959,"Entire home/apt",3,55,"6/17/2019",0.94,1,7
214,"Hudson Yards 2 bedrooms apartment- 4-5 ppl",240099532,"Luiggi","Manhattan","Hell's Kitchen",40.75445,-73.99707,"Entire home/apt",2,8,"6/26/2019",5.45,1,252
215,"Spacious room in Ridgewood",58377909,"Benjamin","Queens","Ridgewood",40.69956,-73.90752,"Private room",6,2,"1/8/2019",0.26,1,0
216,"Bright & modern West Village unit w/ elevator",15870918,"Sofia","Manhattan","West Village",40.72964,-74.0031,"Entire home/apt",2,0,NA,NA,1,6
217,"beautiful spacious room",6471461,"Robert","Queens","Ridgewood",40.70823,-73.89925,"Private room",1,224,"7/2/2019",3.87,2,356
218,"Big, Bright 1 Bedroom b/w Columbia, City College",1877402,"Anna","Manhattan","Harlem",40.81199,-73.95341,"Entire home/apt",2,10,"5/6/2018",0.36,2,0
219,"Brooklyn /Private Bedroom & bathroom,  3 Guests",209374833,"Candia","Brooklyn","Crown Heights",40.66678,-73.96148,"Private room",3,19,"7/5/2019",4.96,2,41
220,"Studio w/ Private Entry in Greenpoint Brooklyn",9306976,"Aaron","Brooklyn","Greenpoint",40.73535,-73.9565,"Private room",2,25,"2/12/2019",0.47,2,125
221,"Wonderful Clean 2 Bedroom Apartment in EV",228225649,"Brent & Kaley","Manhattan","East Village",40.725,-73.98236,"Entire home/apt",1,8,"6/29/2019",1.88,1,352
222,"Beautiful, Spacious Studio In VERY Convenient Area",11830475,"Kristy","Manhattan","Upper East Side",40.76347,-73.96514,"Entire home/apt",4,10,"5/15/2019",0.28,1,329
223,"Chic apt on cutest corner in Soho",33834627,"Charlotte","Manhattan","Nolita",40.72217,-73.99375,"Entire home/apt",1,0,NA,NA,1,0
224,"BIG APPLE - SUNNY  DOUBLE DOUBLE",224414117,"Gabriel","Manhattan","Hell's Kitchen",40.75508,-73.99696,"Private room",1,10,"6/10/2019",1.36,30,356
225,"The Lefferts Manor $149per night",62028227,"George","Brooklyn","Bedford-Stuyvesant",40.68114,-73.95795,"Entire home/apt",3,3,"6/22/2017",0.08,1,189
226,"Cool Private Room in Dreamy Bedstuy Apartment",94669,"Keithan","Brooklyn","Bedford-Stuyvesant",40.68354,-73.94003,"Private room",3,43,"7/6/2019",3.57,2,0
227,"Awesome bedroom in 2br apartment <3",15231059,"Apollo","Manhattan","Lower East Side",40.72118,-73.98875,"Private room",3,19,"4/30/2019",0.46,4,303
228,"Clinton Hill Lux Apt Grill & Lawn",746552,"Tom","Brooklyn","Clinton Hill",40.68752,-73.96688,"Private room",3,2,"8/7/2015",0.02,1,365
229,"MODERN GARDEN 1BR IN NEWLY RENOVATED TOWNHOUSE",70804640,"Akiko","Brooklyn","Bedford-Stuyvesant",40.68378,-73.95592,"Entire home/apt",2,64,"6/29/2019",2.51,1,32
230,"Spacious Bright Private Room in Bedstuy!",80778982,"Ilham","Brooklyn","Bedford-Stuyvesant",40.6847,-73.91762,"Private room",1,0,NA,NA,1,0
231,"Big, brt rm w/ king bed+ pvt bath in HK/MT West",33607268,"Anne","Manhattan","Hell's Kitchen",40.76575,-73.98938,"Private room",1,14,"5/29/2019",3.65,1,0
232,"SOHA 2 bedroom Beauty! Sleeps 5",119779683,"Julian","Manhattan","Harlem",40.80859,-73.94216,"Entire home/apt",3,61,"8/3/2018",2.21,1,62
233,"Spacious, cozy 1BR in Washington Heights",28696923,"Steven","Manhattan","Washington Heights",40.84347,-73.93406,"Entire home/apt",1,8,"12/4/2016",0.23,1,0
234,"BEST LOCATION! On the border of Chelsea/W Village",3579337,"Nina","Manhattan","West Village",40.73776,-73.99996,"Entire home/apt",1,8,"2/9/2019",0.15,3,300
235,"5th Avenue One Bedroom",4085770,"Omar","Manhattan","Upper East Side",40.78208,-73.959,"Entire home/apt",19,0,NA,NA,1,0
236,"Cozy Manhattan Bedroom, Same Street as Subway!",16154405,"Leslie","Manhattan","Upper East Side",40.78314,-73.94659,"Private room",1,45,"6/27/2019",2.34,1,7
237,"Beautiful S Williamsburg 1 Bdrm near G,L,J,M,Z",24862289,"Thaddeus","Brooklyn","Williamsburg",40.70865,-73.94631,"Entire home/apt",4,9,"6/30/2019",0.89,1,0
238,"Art Studio Loft in Manhattan (UWS)",20047729,"Fabio","Manhattan","Upper West Side",40.78789,-73.97679,"Private room",5,0,NA,NA,1,0
239,"Beautiful&quiet, steps to Central Park w/priv deck",213138857,"Sarah","Manhattan","Upper West Side",40.78195,-73.9767,"Entire home/apt",3,33,"6/28/2019",3.46,1,128
240,"Lovely 3 bedroom Townhouse in BK Historic District",1898675,"Lee + Amber","Brooklyn","Prospect-Lefferts Gardens",40.6626,-73.95598,"Entire home/apt",3,33,"6/28/2019",3.2,1,241
241,"3 bedroom 2 1/2 bath duplex Park Slope",10711342,"Mr. & Mrs. Kris","Brooklyn","Sunset Park",40.66298,-73.99012,"Entire home/apt",5,1,"8/14/2018",0.09,1,0
242,"NYC  Upscale Midtown East 3BR Apt",30283594,"Kara","Manhattan","Midtown",40.74867,-73.96734,"Entire home/apt",80,0,NA,NA,121,365
243,"Spacious Brooklyn Home Close to NYC",4586854,"Ajna","Brooklyn","Bedford-Stuyvesant",40.68552,-73.95328,"Entire home/apt",30,143,"4/16/2019",3.17,1,221
244,"Large Studio - Lincoln Center",42694270,"Thomas","Manhattan","Upper West Side",40.77401,-73.99056,"Entire home/apt",4,6,"8/2/2017",0.14,1,0
245,"An Accomodating Apartment on Wall",11385753,"Greg","Manhattan","Financial District",40.70511,-74.00943,"Shared room",1,0,NA,NA,1,0
246,"Sunny Walk-up on the Upper East Side",15721549,"Lauren","Manhattan","Upper East Side",40.77229,-73.94941,"Private room",4,3,"11/6/2018",0.34,1,0
247,"CHARMING & SPACIOUS CENTRALLY LOCATED STUDIO APT",217996544,"Ofir","Manhattan","Kips Bay",40.74139,-73.98132,"Entire home/apt",30,0,NA,NA,2,365
248,"NY Queens Penthouse = 1MASTER aka Manhattan Room",34861728,"Iris","Queens","Kew Gardens",40.70911,-73.8296,"Private room",9,2,"9/10/2018",0.17,4,276
249,"Exquisite Furnished 1-BR Studio",13347167,"AFI Apartments","Manhattan","Upper East Side",40.77231,-73.95588,"Entire home/apt",30,7,"4/30/2019",0.23,29,326
250,"Cozy and sunny 2 BR apartment in trendy Greenpoint",4229387,"Suzanne","Brooklyn","Greenpoint",40.73475,-73.95543,"Entire home/apt",4,4,"1/1/2019",0.13,1,0
251,"Charm and Comfort, Heart of the UWS",33200237,"Christopher","Manhattan","Upper West Side",40.78576,-73.97629,"Entire home/apt",7,2,"6/17/2019",0.07,1,14
252,"Huge bedroom with lots of light & free yoga/sauna!",6787883,"Gabriela","Brooklyn","Carroll Gardens",40.68086,-73.9926,"Private room",1,20,"5/19/2019",1.31,4,162
253,"Relax in your Brooklyn Private Bed with Key",3388950,"Amaya","Brooklyn","Bedford-Stuyvesant",40.6947,-73.93481,"Private room",4,100,"6/28/2019",2.34,6,113
254,"Big and sunny room in Greenpoint",8768792,"Fernando","Brooklyn","Greenpoint",40.72449,-73.95149,"Private room",5,1,"12/15/2015",0.02,1,0
255,"Brooklyn Nest",697560,"Emily","Brooklyn","East Flatbush",40.65014,-73.94451,"Entire home/apt",2,0,NA,NA,1,5
256,"KINGLY MANHATTAN  RED ROOM WITH GYM AND AMENITIES",71176668,"David","Manhattan","Harlem",40.81627,-73.93512,"Private room",2,9,"5/4/2019",0.26,4,280
257,"Beautiful 1 BR, Gramercy",178224519,"Lisa","Manhattan","Kips Bay",40.74134,-73.98101,"Entire home/apt",30,0,NA,NA,8,364
258,"Endless Elegance in Brooklyn",199213364,"Eeman","Brooklyn","Sheepshead Bay",40.59731,-73.93381,"Entire home/apt",7,0,NA,NA,2,171
259,"Space & Comfort in Victorian Brooklyn home",57812046,"Dave + Suzanne","Brooklyn","Flatbush",40.64008,-73.96579,"Entire home/apt",3,5,"1/7/2018",0.15,2,0
260,"Private Entrance, Boutique Amenities, Zen Vibes",38503320,"Jon","Brooklyn","Greenpoint",40.72637,-73.95248,"Private room",5,36,"6/30/2019",4.15,1,101
261,"Stylish Garden House - Trendy area",524730,"Oz","Brooklyn","Williamsburg",40.71422,-73.9484,"Entire home/apt",19,5,"8/3/2016",0.06,2,6
262,"Cozy Room in Heart of SoHo near NYU, WSP, Subway",23909694,"Anh","Manhattan","Greenwich Village",40.72918,-73.99889,"Private room",2,1,"8/12/2017",0.04,2,0
263,"Trendy Harlem Apartment in New York",3467798,"Laila","Manhattan","Harlem",40.80829,-73.9426,"Entire home/apt",21,12,"12/20/2018",0.15,2,267
264,"Your cozy spot in Upper West Manhat",39977656,"Hongqing","Manhattan","Upper West Side",40.80299,-73.96465,"Private room",9,0,NA,NA,1,0
265,"Charming place on the hippest street in NYC",63771415,"Annie","Manhattan","East Village",40.72713,-73.98159,"Entire home/apt",2,35,"6/16/2019",1.22,1,0
266,"Modern and Safe Place,Free Wifi",92238446,"Elliot","Queens","St. Albans",40.70052,-73.75184,"Private room",4,0,NA,NA,1,365
267,"Sunny, Spacious 1BR in Ditmas Park, Brooklyn",48618049,"Courtney","Brooklyn","Kensington",40.63278,-73.96891,"Entire home/apt",4,0,NA,NA,1,5
268,"A True Gem.",11775328,"Kamilah","Brooklyn","Prospect-Lefferts Gardens",40.6566,-73.96162,"Entire home/apt",2,17,"5/19/2019",0.37,1,336
269,"Bedroom Casa Alvarez",179026754,"Maria","Brooklyn","Williamsburg",40.7118,-73.96344,"Private room",2,23,"6/30/2019",2,1,103
270,"New Spacious Condo! Near all, 7Mins to Midtown!",53044777,"Marie","Queens","Long Island City",40.74298,-73.95804,"Entire home/apt",5,0,NA,NA,1,270
271,"Beautiful, spacious three bedroom apt with terrace",4094038,"Alex","Brooklyn","Williamsburg",40.71198,-73.94191,"Entire home/apt",3,3,"7/2/2019",3,4,16
272,"Cozy Bedroom in Harlem",31291159,"Sean","Manhattan","Harlem",40.81686,-73.94129,"Private room",7,2,"12/9/2015",0.04,1,0
273,"Lovely pied-à-terre, in an historic building",1217241,"Dee","Brooklyn","Bedford-Stuyvesant",40.68309,-73.94219,"Entire home/apt",3,305,"6/27/2019",3.24,1,231
274,"BRIGHT SUNNY ONE BEDROOM APT WITH TERRACE",49101398,"Nicholas","Brooklyn","Gravesend",40.59725,-73.97684,"Entire home/apt",2,3,"7/7/2019",3,3,97
275,"Beautiful Apartment in Manhattan NYC",7806471,"Chester","Manhattan","Washington Heights",40.84111,-73.93698,"Private room",3,157,"7/5/2019",3.4,1,287
276,"600 SF appartment in NYC, Manhattan",24639120,"Alexander","Manhattan","Midtown",40.76022,-73.9744,"Entire home/apt",6,13,"1/10/2017",0.25,1,0
277,"Classic, yet Unconventional Tribeca NYC Extra Room",221595358,"Karen","Manhattan","Tribeca",40.71941,-74.00856,"Private room",1,38,"6/28/2019",5.04,2,329
278,"Sunny Sunset Park Apt",17285612,"Jessica","Brooklyn","Sunset Park",40.64908,-74.01418,"Entire home/apt",4,5,"8/18/2018",0.16,1,0
279,"Brooklyn Yellow",35086035,"Sammy","Brooklyn","Crown Heights",40.66913,-73.93199,"Private room",2,5,"12/31/2018",0.27,1,158
280,"Sunny Room w/ Private Bath in Williamsburg!",2361069,"Philip","Brooklyn","Williamsburg",40.71553,-73.96332,"Private room",3,74,"6/23/2019",3.29,1,79
281,"*NO GUEST SERVICE FEE* Luxury Midtown One Bedroom Suite with Kitchen",205031545,"Red Awning","Manhattan","Midtown",40.75294,-73.96731,"Entire home/apt",3,2,"6/7/2019",0.4,49,235
282,"Spacious, private bedroom in Brooklyn",30549225,"Spenser","Brooklyn","Bushwick",40.70188,-73.92062,"Private room",4,17,"6/9/2019",0.76,1,0
283,"Entire Basement w/ Warm+Friendly+Brooklyn  Energy!",223553290,"Eli","Brooklyn","Cypress Hills",40.67948,-73.89313,"Entire home/apt",1,5,"5/19/2019",1.21,1,360
284,"Prime Location 44stDoorman Gym Studio!5217",16098958,"Jeremy & Laura","Manhattan","Midtown",40.75032,-73.97143,"Entire home/apt",30,0,NA,NA,96,342
285,"Sunlit Room in Brooklyn Brownstone",1631807,"Jillian","Brooklyn","Clinton Hill",40.6868,-73.96517,"Private room",5,1,"7/7/2016",0.03,1,0
286,"luxury 2 bedrom, 1 bath, 1 living room top FL view",161899037,"Tony","Queens","Flushing",40.75654,-73.83146,"Entire home/apt",2,31,"7/2/2019",2.12,7,68
287,"2MinToTrainsCozyLivingRoomMaimonideLutheranHospita",96222132,"Norma-Ester-","Brooklyn","Sunset Park",40.65595,-74.00274,"Shared room",1,8,"5/18/2019",0.93,4,332
288,"Cozy private bedroom - 15 min. subway to Manhattan",99346174,"David","Queens","Sunnyside",40.74549,-73.92465,"Private room",5,0,NA,NA,1,0
289,"Washington Heights 1 bedroom",524597,"Anjela","Manhattan","Washington Heights",40.8481,-73.93585,"Entire home/apt",3,2,"1/1/2017",0.06,1,0
290,"PERFECT 1 BEDROOM NEAR CENTRAL PARK",50904121,"Alex","Manhattan","Upper West Side",40.78366,-73.97899,"Entire home/apt",2,5,"6/22/2016",0.12,1,0
291,"Furnished spacious  NYC studio",120762452,"Stanley","Manhattan","Murray Hill",40.75006,-73.97694,"Entire home/apt",30,1,"8/5/2018",0.09,50,365
292,"Charming 2 bedroom in Soho",231663345,"Ana","Manhattan","Nolita",40.72316,-73.99577,"Private room",3,7,"6/1/2019",1.57,1,246
293,"Quiet & Peaceful Upper West Escape",6648212,"Mike","Manhattan","Morningside Heights",40.81509,-73.96019,"Entire home/apt",4,4,"5/30/2015",0.07,1,0
294,"Spread Love its the Brooklyn Way!",269867427,"Grace","Brooklyn","Park Slope",40.67567,-73.97683,"Entire home/apt",1,0,NA,NA,1,43
295,"East Village 2 Bedroom Apt in Pre War/Doorman Bldg",11951403,"Kacy","Manhattan","East Village",40.72732,-73.98056,"Entire home/apt",30,0,NA,NA,1,0
296,"Shared Apartment One stop from Manhattan in LIC.",55724558,"Taylor","Queens","Long Island City",40.76024,-73.94228,"Shared room",2,21,"5/23/2019",1.02,5,90
297,"Spacious Room4 Rent Near Hospital in Staten Island",46723570,"Kartikeya","Staten Island","South Beach",40.5895,-74.09663,"Shared room",4,1,"2/2/2018",0.06,1,0
298,"NO XTRA  FEES: Big single room, work station, TV",82889379,"Shera","Bronx","Wakefield",40.89756,-73.85639,"Private room",1,130,"6/28/2019",5.76,4,148
299,"Single Room in Upper East Side, near Central Park",226764496,"A. Nicholas","Manhattan","Upper East Side",40.7658,-73.95812,"Private room",1,37,"7/1/2019",6.42,4,22
300,"Private Bedroom in Williamsburg Apt!",8569221,"Andi","Brooklyn","Williamsburg",40.71829,-73.95819,"Private room",3,3,"4/28/2019",1.07,2,97
301,"Charming Private Bedroom in the Trees",7931702,"Gregory","Brooklyn","Williamsburg",40.71238,-73.94848,"Private room",1,2,"6/18/2019",1.2,1,0
302,"Prime Midtown West! Spacious & Renovated 3BR!",268294305,"Karissa","Manhattan","Hell's Kitchen",40.75499,-73.99437,"Entire home/apt",3,0,NA,NA,1,237
303,"Bright and Cheerful",24982374,"David","Brooklyn","Clinton Hill",40.69354,-73.96152,"Entire home/apt",2,99,"6/28/2019",3.07,1,296
